substance_class	substance_source	substance_name	substance_smiles	substance_zinc_id	substance_iupac	substance_binding_site	measurement	activity_KCNQ1_uM	activity_KCNQ1_KCNE1_uM	activity_KCNQ2_uM	activity_KCNQ3_uM	activity_KCNQ2_KCNQ3_uM	activity_KCNQ4_uM	activity_KCNQ5_uM	activity_KCNQ3_KCNQ5_uM	activity_hERG_uM	activity_GABAA_uM	reference	status	comment
Benzamides	ICA	ICA-069673 (ICA73)	ClC1=NC=C(NC(C2=CC=C(F)C(F)=C2)=O)C=N1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Provence, 2015, 10.1124/jpet.115.225268)	NA	NA
Benzamides	ICA	ICA-110381	ClC1=CC=C(C(NC2=CN=C(Cl)C=C2)=O)C=C1	NA	4-chloro-N-(6-chloropyridin-3-yl)benzamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Boehlen, 2012, 10.1111/bph.12065)	NA	NA
Benzamides	ztz240	ztz240	FC1=CC=C(C(NC2=CN=C(Cl)C=C2)=O)C=C1	NA	N-(6-chloropyridin-3-yl)-4-fluorobenzamide	7CR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Gao, 2010, 10.1074/jbc.M110.116392)	NA	NA
Benzamides	ztz240	ztz240	FC1=CC=C(C(NC2=CN=C(Cl)C=C2)=O)C=C1	NA	N-(6-chloropyridin-3-yl)-4-fluorobenzamide	7CR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Li, 2013, 10.1038/cr.2013.82)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	NA	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	retigabine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Li, 2020, 10.1038/s41422-020-00410-8)	NA	NA
NA	ztz240	ztz240	FC1=CC=C(C(NC2=CN=C(Cl)C=C2)=O)C=C1	NA	N-(6-chloropyridin-3-yl)-4-fluorobenzamide	7CR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Li, 2020, 10.1038/s41422-020-00410-8)	NA	NA
NA	NA	S9947	O=C(NCC1=CC=CC=C1C2=C(C(NCCC3=CC=CC=N3)=O)C=CC=C2)OCC4=CC=CC=C4	NA	phenylmethyl N-[[2-[2-(2-pyridin-2-ylethylcarbamoyl)phenyl]phenyl]methyl]carbamate	NA	inhibitor	NA	NA	NA	NA	NA	NA	NA	NA	20% inhibition at 10 uM	NA	(Bachmann, 2001, 10.1007/s002100100474)	NA	NA
NA	NA	DPO-1	CC1CCC(C(C)C)C(P(C2=CC=CC=C2)(C3=CC=CC=C3)=O)C1	NA	[(5-methyl-2-propan-2-ylcyclohexyl)-phenylphosphoryl]benzene	NA	inhibitor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lagrutta, 2006, 10.1124/jpet.106.101162)	NA	NA
NA	NA	fasudil	O=S(C1=CC=CC2=C1C=CN=C2)(C3CCCNCC3)=O	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Zhang, 2006, 10.1111/bph.13639)	NA	NA
NA	NA	amitriptyline	CN(C)CC/C=C1C2=CC=CC=C2CCC3=C/1C=CC=C3	NA	NA	NA	inhibitor	22	NA	NA	NA	10	NA	NA	NA	NA	NA	(Punke, 2007, 10.1213/01.ane.0000260310.63117.a2)	NA	NA
Fenamates	Diclofenac	Diclofenac	ClC1=C(NC2=C(CC(O)=O)C=CC=C2)C(Cl)=CC=C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2005, 10.1124/mol.104.007112)	NA	NA
Fenamates	Diclofenac	Diclofenac	ClC1=C(NC2=C(CC(O)=O)C=CC=C2)C(Cl)=CC=C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Brueggemann, 2011, 10.1124/mol.110.067496)	NA	NA
Fenamates	Meclofenamic acid	Meclofenamic acid	ClC1=C(NC2=C(C(O)=O)C=CC=C2)C(Cl)=CC=C1C	NA	NA	different site from retigabine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2005, 10.1124/mol.104.007112)	NA	"when KCNQ2/KCNQ3 is treated with RTG in the presence of 25 uM meclofenamate, there is an additive effect
shifting maximal V1/2 from -24 to -32 mV"
Fenamates	Diclofenac	Diclofenac	ClC1=C(NC2=C(CC(O)=O)C=CC=C2)C(Cl)=CC=C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_1	O=C(CNCCO)Cc1ccccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_2	O=C(CNCCOCCO)Cc1ccccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_3	O=C(O)Cc1cc(N(=O)=O)ccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_4	O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)NCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_5	O=C(Cc1cc(N(=O)=O)ccc1Nc2c(Cl)cc(N(=O)=O)cc2Cl)NCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_6	O=C(Cc1cc(N(=O)=O)c(N(=O)=O)cc1Nc2c(Cl)cc(N(=O)=O)cc2Cl)NCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_7	O=C(Cc1cc(N(=O)=O)ccc1Nc2c(Cl)cccc2Cl)NCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_8	O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)OCCOCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_9	O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)OCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_10	COCCOCCOCCOCCOC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_11	CC(C)COC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_12	COCCOCCOC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_13	NCCOCCOC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_14	O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)OCC3CO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_15	O=C(Cc1cc(N(=O)=O)ccc1Nc2c(Cl)cccc2Cl)OCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Meclofenamic acid	Meclofenamic acid	ClC1=C(NC2=C(C(O)=O)C=CC=C2)C(Cl)=CC=C1C	NA	NA	different site from retigabine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_16	Cc2c(Nc1ccccc1C(=O)NCCOCCO)cccc2C(F)(F)F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_17	O=C(NCCOCCO)c1ccccc1Nc2cccc(C(F)(F)F)c2	NA	N-[2-(2-hydroxyethoxy)ethyl]-2-[[3-(trifluoromethyl)phenyl]amino]benzamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_18	Cc1c(Cl)cccc1Nc2ccccc2C(=O)NCCOCCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_19	Cc1c(Cl)cccc1Nc2ccccc2C(=O)OCC(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
Fenamates	Peretz_Dec2007	Peretz_Dec2007_20	CC(C)COC(=O)c1ccccc1Nc2cccc(C(F)(F)F)c2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Peretz, 2007, 10.1371/journal.pone.0001332)	NA	NA
NA	BMS-204352	Oxindole (BMS-204352)	ClC1=CC=C(OC)C([C@@]2(F)C(NC3=C2C=CC(C(F)(F)F)=C3)=O)=C1	NA	(3R)-3-(5-chloro-2-methoxyphenyl)-3-fluoro-6-(trifluoromethyl)-1H-indol-2-one	retigabine	activator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Schrøder, 2001, 10.1016/S0028-3908(01)00029-6)	KCNQ4 channels, stably expressed in HEK293 cells, were activated by retigabine and BMS-204352 in a reversible and concentration-dependent manner in the concentration range 0.1–10 μM.	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	NA	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	retigabine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Schrøder, 2001, 10.1016/S0028-3908(01)00029-6)	NA	NA
NA	BMS-204352	Oxindole (BMS-204352)	ClC1=CC=C(OC)C([C@@]2(F)C(NC3=C2C=CC(C(F)(F)F)=C3)=O)=C1	NA	(3R)-3-(5-chloro-2-methoxyphenyl)-3-fluoro-6-(trifluoromethyl)-1H-indol-2-one	retigabine	activator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Korsgaard, 2005, 10.1124/jpet.105.083923)	NA	NA
NA	NA	celecoxib	FC(F)(F)C1=NN(C2=CC=C(S(N)(=O)=O)C=C2)C(C3=CC=C(C)C=C3)=C1	NA	4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Du, 2011, 10.1111/j.1476-5381.2011.01483.x)	NA	NA
NA	ML	ML-213	O=C(NC1=C(C)C=C(C)C=C1C)C2CC3CCC2C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yu, 2011, 10.1021/cn200065b)	NA	NA
NA	QO	QO58, QO58_lysine	ClC1=C(C(NC2=C(C3=CC=CC=C3)C(C(F)(F)F)=NN24)=CC4=O)C=C(F)C(Cl)=N1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Teng, 2016, 10.1038/aps.2016.33); (Zheng, 2016, 10.1111/j.1476-5381.2012.02232.x)	NA	NA
NA	NA	NS-1643	OC1=C(NC(NC2=C(O)C=CC(C(F)(F)F)=C2)=O)C=C(C(F)(F)F)C=C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Chen, 2014, 10.1124/jpet.114.217703)	NA	NA
NA	NA	Benzbromarone	CCC(O1)=C(C(C2=CC(Br)=C(O)C(Br)=C2)=O)C3=C1C=CC=C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Zheng, 2015, 10.1097/j.pain.0000000000000122)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	NA	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	retigabine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	NA	NA
NA	NA	ZG1732	CC1=C(NC(C(Br)C(C)C)=O)C(C)=CC(C)=C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	NA	These hits are also described in (Yue, 2016, 10.1038/aps.2015.142)
NA	NA	ZG2083	O=C(NNC1=NC2=C(C=CC=C2)S1)C3=CC=CC=C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Schenzer, 2005, 10.1523/JNEUROSCI.0128-05.2005)	NA	I think this reference is wrong
NA	phospolipid	ARA-A	OC([C@H](NC(C/C=C\C/C=C\C/C=C\C/C=C\CCCC)=O)CO)=O	NA	NA	Binds to R1 or R2 on the S4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Larsson, 2020, 10.1085/jgp.202012576)	NA	NA
NA	amino acid	GABA	OC(CCCN)=O	ZINC1532620	4-Aminobutanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1038/s41467-018-04266-w)	NA	NA
NA	amino acid	β-hydroxybutyric acid (BHB)	CC(O)CC(O)=O	NA	3-hydroxybutanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1038/s41467-018-04266-w); 10.1124/jpet.119.263350	NA	NA
NA	amino acid	γ-amino-β-hydroxybutyric acid	NCC(O)CC(O)=O	NA	4-Amino-3-hydroxybutanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1038/s41467-018-04266-w); 10.1124/jpet.119.263350	NA	NA
NA	rottlerin	rottlerin	CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O	ZINC3874886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Zheng, 2012, 10.1371/journal.pone.0051820)	NA	NA
NA	NA	hexachlorophene	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	ZINC1530968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Zheng, 2012, 10.1371/journal.pone.0051820)	NA	NA
NA	ML	ML-277	CC1=CC=C(S(=O)(N2[C@@H](C(NC3=NC(C4=CC=C(OC)C=C4)=CS3)=O)CCCC2)=O)C=C1	ZINC84712890	NA	NA	activator	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Mattmann, 2012, 10.1016/j.bmcl.2012.07.060)	NA	NA
NA	mefenamic acid	mefenamic acid	OC(C1=CC=CC=C1NC2=C(C)C(C)=CC=C2)=O	ZINC20241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Abitbol, 1999, 10.1093/emboj/18.15.4137)	activator of the IKS channel complex	NA
NA	DIDS	4,4′‐diisothiocyanatostilbene‐2,2′‐disulfonic acid (DIDS)	OS(=O)(=O)C1=C(C=CC2=C(C=C(C=C2)N=C=S)S(O)(=O)=O)C=CC(=C1)N=C=S	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Abitbol, 1999, 10.1093/emboj/18.15.4137)	activator of the IKS channel complex	NA
NA	SITS	4‐acetamido‐4′‐isothiocyanatostilbene‐2,2′‐disulfonic acid (SITS)	O=S(C1=CC(NC(C)=O)=CC=C1/C=C/C2=C(S(=O)(O)=O)C=C(N=C=S)C=C2)(O)=O	ZINC3915614	NA	NA	activator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Abitbol, 1999, 10.1093/emboj/18.15.4137)	activator of the IKS channel complex	NA
NA	L-364,373	L-364,373	CN1C2=CC=CC=C2C(C3=CC=CC=C3F)=N[C@H](CC4=CNC5=C4C=CC=C5)C1=O	ZINC4654954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Salata, 1998, 10.1124/mol.54.1.220)	NA	NA
NA	XE-991	XE-991	O=C1C2=CC=CC=C2C(CC3=CC=NC=C3)(CC4=CC=NC=C4)C5=C1C=CC=C5	ZINC37866146	10,10-bis(4-pyridinylmethyl)-9(101-1)-anthracenone	NA	Inhibitor	0.69	5	NA	NA	NA	NA	NA	NA	NA	NA	(Jow, 2006, 10.1089/adt.2006.4.443)	NA	NA
NA	NA	chromanol 293B	NCC1=CC(C(N(C)S(=O)(CC)=O)C2=O)=C(OC2(C)C)C=C1	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Jow, 2006, 10.1089/adt.2006.4.443)	NA	NA
NA	NA	chromanol 293B	NCC1=CC(C(N(C)S(=O)(CC)=O)C2=O)=C(OC2(C)C)C=C1	None	NA	NA	NA	26.9	6.9	5 % at 100 uM	5 % at 100 uM	5 % at 100 uM	10 % at 100 uM	40 % at 100 uM	25 % at 100 uM	NA	NA	(Lerche, 2007, 10.1124/mol.106.031682)	NA	NA
NA	NA	clofilium	CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1	ZINC8035458	4-(4-chlorophenyl)butyl-diethyl-heptylazanium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lerche, 2007, 10.1124/mol.106.031682)	NA	NA
ginsenoside	ginsenoside	ginsenoside Rg3	CC1(C)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](CO)[C@H]3O)CC[C@@]4(C)C1CC[C@]5(C)C4C[C@@H](O)C6[C@@]5(C)CCC6[C@@](C)(CC/C=C(C)/C)O	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Choi, 2010, 10.1016/j.ejphar.2010.04.001)	NA	NA
ginsenoside	ginsenoside	protopanaxatriol (PPT)	CC(C)=CCC[C@](C)(O)[C@@H]1CC[C@@]2(C)[C@H]1[C@@H](O)C[C@H]1[C@]3(C)CC[C@@H](O)C(C)(C)[C@H]3[C@H](O)C[C@@]12C	ZINC669679237,ZINC85531672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Choi, 2013, 10.5142/jgr.2013.37.324)	NA	NA
ginsenoside	ginsenoside	compound K (CK)	CC1(C)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]3(C)C1C([H])C[C@]4(C)C3C[C@@H](O)C5[C@@]4(C)CCC5[C@@](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)(CC/C=C(C)/C)O	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Choi, 2013, 10.5142/jgr.2013.37.324)	NA	NA
antihistamines	antihistamine	promethazine	C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C	ZINC20250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
antihistamines	antihistamine	mepyramine	COC1=CC=C(CN(C2=NC=CC=C2)CCN(C)C)C=C1	ZINC19144216	NA	NA	inhibitor	NA	NA	NA	NA	12.5	NA	NA	NA	NA	NA	(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	NA	NA
antihistamines	antihistamine	diphenhydramine	CN(C)CCOC(c1ccccc1)c1ccccc1	ZINC20244	NA	NA	inhibitor	NA	NA	NA	NA	48.1	NA	NA	NA	NA	NA	(Liu, 2007, 10.1016/j.neuropharm.2007.11.012)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_6	O=c1cc(CCl)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_7	O=c1cc(C(F)(F)F)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_8	CCOC(=O)c1c(C(F)(F)F)nn2c(=O)cc(CCl)[nH]c12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_9	O=c1cc(CN2CCCCC2)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_10	Oc1cc(-c2ccccc2)nc2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_11	Cc1nn2c(=O)cc(CCl)[nH]c2c1-c1ccccc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_12	O=c1cc(C(F)(F)F)[nH]c2c(-c3ccccc3)cnn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_13	Cc1cc(O)n2nc(C(F)(F)F)c(-c3ccccc3)c2n1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_14	O=c1cc(C(F)(F)F)[nH]c2c(-c3c[nH]c4ccccc34)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_15	O=c1cc(CCl)[nH]c2c(-c3cccc4ccccc34)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_16	O=c1cc(C(F)(F)F)[nH]c2c(-c3cccc4ccccc34)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_17	O=c1cc(-c2cc(F)c(Cl)nc2Cl)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	5-(2,6-dichloro-5-fluoropyridin-3-yl)-3-phenyl-2-(trifluoromethyl) pyrazolo[1,5-a]pyrimidin-7(4H)-one	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_18	O=c1cc(-c2cc(F)c(Cl)nc2Cl)[nH]c2c(-c3cccc4ccccc34)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_19	O=c1cc(CCl)[nH]c2c(-c3ccc(Cl)cc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_20	COc1ccc(-c2cc(=O)n3nc(C(F)(F)F)c(-c4ccccc4)c3[nH]2)cc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_21	CC(C)(C)c1cc(=O)n2nc(C(F)(F)F)c(-c3ccccc3)c2[nH]1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_22	O=c1cc(C(F)F)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_23	O=c1cc(-c2cc(F)c(F)c(F)c2F)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_24	O=c1cc(-c2cccc([N+](=O)[O-])c2)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
